brands,code,ecoscore_grade,ingredients_text,packaging_tags,packaging_text,product_name
"Huy Fong Foods, Inc.",0024463061163,unknown,"Chili (83.23%), Sugar, Salt, Garlic (3.60%), Acetic Acid, Potassium Sorbate and Sodium Bisulfite as preservatives, Xanthan Gum. CONTAINS SULPHITE (SODIUM BISULFITE) INGR","['en:plastic', 'en:pet-polyethylene-terephthalate', 'en:mixed-plastic-cap', 'en:pet-bottle', 'en:plastic-bottle']","1 Plastic Bottle to throw away
1 Plastic Cap to throw away",Sriracha Hot Chili Sauce
Cheetos,0028400040112,b,"ENRICHED CORN MEAL (CORN MEAL, FERROUS SULFATE, NIACIN, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), VEGETABLE OIL (CORN OIL, CANOLA OIL, SUNFLOWER OIL), WHEY, CHEDDAR CHEESE [MILK, CHEESE CULTURES, SALT, ENZYMES], SALT, CORN MALTODEXTRIN, NATURAL AND ARTIFICIAL FLAVORS, WHEY PROTEIN CONCENTRATE, MONOSODIUM GLUTAMATE, LACTIC ACID, CITRIC ACID, ARTIFICIAL COLOR (YELLOW 6).",['en:plastic'],,Cheetos Crunchy Cheese Flavored Snacks
Kirkland Signature,0096619533602,e,Organic Quinoa,"['en:plastic', 'en:bag']",,Organic Quinoa
Prime Burger,20836573,b,"44% farine de blé, eau, levure, farine de malt de blé, sucre, huile de colza, 3,3% graines de lin, 2,3% graines de tournesol, flocons d'avoine, sel, dextrose, gruau de seigle complet, gruau de blé, farine de malt d'orge, gluten de blé, levain de blé déshydraté (farine de blé, ferments), correcteur d'acidité : acétates de sodium ; émulsifiant : esters monoacétyltartriques et diacéthyltartriques des mono - et diglycérides d'acides gras : 0,94% alcool.",['en:plastic'],,Burger Buns
fairlife,0856312002795,d,"REDUCED FAT ULTRA-FILTERED MILK, SUGAR, ALKALIZED COCOA, LACTASE ENZYME, DIPOTASSIUM PHOSPHATE, SALT, ACESULFAME POTASSIUM, CARRAGEENAN, NATURAL AND ARTIFICIAL FLAVORS, SUCRALOSE, VITAMIN A PALMITATE, VITAMIN D3. CONTAINS MILK.",['en:plastic'],,Chocolate 2% Reduced Fat Ultra-filtered Milk
NATURE'S BAKERY,0047495013054,unknown,"Stone ground whole wheat flour, dried cane sugar, fig paste, brown rice syrup, raspberry paste [naturally milled sugar, dried cane sugar, glycerin, rice starch, raspberries, apple powder, natural flavor, pectin, citric acid, locust bean gum, red cabbage e","['en:plastic', 'en:bag']",,FIG BAR Raspberry
Pepperidge Farm,0014100085478,b,"made with smiles and enriched wheat flour (flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), cheddar cheese ([cultured milk, salt, enzymes], annatto), canola and/or sunflower oils, contains 2 percent or less of: salt, yeast, sugar, autolyzed yeast, baking soda, monocalcium phosphate, paprika, spices, celery, onion powder, contains: wheat, milk,","['en:plastic', 'en:paper', 'en:bag', 'en:container', 'en:compostable-bag', 'es:bolsa-de-plastico']",,Goldfish
Kirkland Signature,0096619362851,d,Walnuts,"['en:plastic', 'en:bag']",,Walnuts
"Favorina, Lidl",20310936,c,"wheat flour, eggs, raisins, sugar, butterfat, candied orange peel (orange peel, glucose-fructose syrup, sugar), yeast starter (wheat flour, water, yeast), mono - and diglycerides of fatty acids, salt, skim milk, artificial flavors,","['en:plastic', 'en:cardboard', 'en:pp-polypropylene', 'da:pap-21', 'en:21', 'en:card-box', 'en:carton-widely-recycled', 'en:film-not-yet-recycled', 'en:pp-bag', 'nl:pap-21']",,Mini Panettone Classico
Sojasun,3273220085523,a-plus,"Jus de soja 81,8% (eau, graines de soja 7%), sucre, épaississants: amidon transformé de maïs sans OGM - pectine, poudre de cacao noir 2% ( poudre de cacao issu du commerce équitable, pâte de cacao  issu du commerce équitable, sucre), poudre de cacao issu du commerce équitable,  phosphate de calcium, arômes naturels, sel.","['en:plastic', 'en:pot']",,Dessert végétal chocolat
E. Wedel,5901588018195,e,"Miazga kakaowa, Kakao o obniżonej zawartości tłuszczu, Cukier, Tłuszcz kakaowy, Aromat, Emulgator (lecytyna sojowa).",['en:plastic'],,Czekolada mocno gorzka 80%
Bragg,0074305066054,unknown,"dried yeast, niacin, pyridoxine hydrochloride (vitamin b6), thiamin hydrochloride (vitamin b1), riboflavin (vitamin b2), folic acid (vitamin b9), cyanocobalamin (vitamin b12).","['en:plastic', 'en:aluminum-foil-seal', 'en:pet-bottle']",,Nutritional Yeast
Doritos,0028400090896,b,"CORN, VEGETABLE OIL (SUNFLOWER OIL, CANOLA OIL, CORN OIL), MALTODEXTRIN (MADE FROM CORN), 2% SALT, CHEDDAR CHEESE (MILK, CHEESE CULTURES, SALT, ENZYMES), WHEY, MONOSODIUM GLUTAMATE, BUTTERMILK, ROMANO CHEESE (PART-SKIM COW'S MILK, CHEESE CULTURES, SALT, ENZYMES), ROMANO CHEESE (COW'S MILK, CHEESE CULTURES, SALT, ENZYMES), WHEY PROTEIN CONCENTRATE, ONION POWDER, CORN FLOUR, NATURAL AND ARTIFICIAL FLAVOR, DEXTROSE, TOMATO POWDER, LACTOSE, SPICES, ARTIFICIAL COLOR (YELLOW 6, YELLOW 5, RED 40), LACTIC ACID, CITRIC ACID, SUGAR, GARLIC POWDER, SKIM MILK, RED AND GREEN BELL PEPPER POWDER, DISODIUM INOSINATE, DISODIUM GUANYLATE, POTASSIUM CHLORIDE, SODIUM CASEINATE.","['en:plastic', 'en:bag']",,Tortilla Chips
Nature Valley Sweet & Salty Nut Peanut,0016000442825,unknown,"roasted peanuts, corn syrup, sugar, whole grain oats, palm kernel oil, rice flour, whole grain wheat, vegetable glycerin, whey, peanut butter (peanuts, salt), fructose, canola oil, salt, soy lecithin, peanut flour, corn starch, barley malt extract, honey roasted almond butter (almonds, honey, maltodextrin, palm oil, mixed tocopherols), baking soda, natural flavor, vitamin e (mixed tocopherols) added to retain freshness,","['en:plastic', 'en:bag']",,Chewy Granola Bar
"Délisse,Marque Repère",3564700007280,a,"Lait entier 98 %, protéines de lait, minéraux du lait, ferments lactiques, vitamine D.","['en:plastic', 'en:cardboard', 'en:fresh']","ENSEMBLE TRIONS
1ÉTUI CARTON
16 OPERCULES PAPIER À RECYCLER
16 POTS PLASTIQUE À JETER RÉDUISONS, RECYCLONS, RÉUTILISONS !
WWW.CONSIGNESDETRI.FR",Yaourts brassés nature au lait entier 16 x 125 g
gullón,8410376042511,d,"Cereales integrales 40% (copos de _avena_, copos de _trigo_ malteado, harina integral de _cebada_), copos de maíz (maíz, sal, azúcar, jarabe de malta de _cebada_), aceite vegetal 13%(girasol alto oleico), arroz inflado (harina de arroz, harina de _trigo_, sal), azúcar, preparado de frutas rojas 10% [Fruta 49% (fresa, frambuesa, grosella negra), jarabe de glucosa y fructosa, jarabe de glucosa, humectante (glicerol), azúcar, fibra de _trigo_, agente gelificante (pectina), grasa vegetal (palma), reguladores de acidez (ácido málico y ácido cítrico), aromas], harina de _trigo_, fibra vegetal, gasificantes (carbonato ácido de sodio, carbonato ácido de amonio), emulgente (lecitina de _soja_), sal, aroma.","['en:plastic', 'en:cardboard']",,5 cereales con frutos rojos
Skippy Super Chunk,0037600223348,d,"Roasted peanuts, sugar, hydrogenated vegetable oil, cottonseed oil, soybean oil, rapeseed oil, salt,","['en:plastic', 'en:jar']",,Peanut Butter
MADEGOOD,0687456213064,unknown,"Pure gluten free oats*, agave nectar*, brown rice syrup*, raisins*, crisp brown rice*, sunflower oil*, inulin*, cranberries*, apple juice concentrate*, molasses*, raspberries*, blueberries*, vegetable extracts (spinach, broccoli, carrots, tomatoes, beets, shiitake mushrooms), blueberry flavor*, agar*. *Organic.","['en:plastic', 'en:bag', 'en:box', 'en:container']",,ORGANIC CHEWY GRANOLA BARS mixed berry
Kujawski,5900012000232,b,"100% rafinowany olej rzepakowy z pierwszego tłoczenia, filtrowany na zimno.","['en:plastic', 'en:pet-polyethylene-terephthalate', 'pl:butelka']",,"Olej rzepakowy z pierwszego tłoczenia, filtrowany"
WALKER'S,0039047001404,c,"Farine de BLE (farine de BLE, carbonate de sodium, fer, niacine, thiamine), BEURRE (lait) (35%), sucre, sel.presence eventuelle de FRUITS A COQUE.","['en:plastic', 'en:cardboard', 'en:film']",,SHORTBREAD ROUNDS 150G - WALKERS - 150g
Kirkland Signature,0096619034444,d,Pacanes,['en:plastic'],,Pacanes en moitiés
Kirkland Signature,0096619331161,c,"enriched flour (hheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), butter (unsal ted), hater, 2% milk (hith ui tamins a , d), sugar, contains 2% or less of the following: yeast, eggs, salt, wheat gluten, ascorbic acid, enzymes)","['en:plastic', 'en:pet-tray']",,All Butter Croissant
Driscoll's,0715756100019,not-applicable,Raspberries,"['en:plastic', 'en:pet-polyethylene-terephthalate']",,Raspberries
"Kuchenzauber, Maître Jean-Pierre",20399412,unknown,"Weizenmehl, 30%-Nuss-Nougat-Cremefüllung (Zucker, Palmfett, 3,0% Haselnüsse, Mager-milchpulver, 2,5% fettarmes Kakaopulver, Emulgator Lecithine; natürliches Aroma Palmfett, Zucker, Vollei, Emulgatoren: Mono - und Diglycerine, von Speisefettsäuren***, Natriumstearoyl-2-lactylat, Lecithine; Hefe, Rapsöl, Feuchthaltemittel: Glycerin; Weizeneiweiß, Wasser, Speisesalz, Säureregulator: Natriumacetate; natürliches Aroma, Säuerungsmittel Citronensäure","['en:plastic', 'en:pp-5-polypropylene', 'fr:film-en-plastique']",,Croissants Hazelnut
"Mondelez, Oreo",7622210021502,e,"wheat flour, sugar, vegetable oil (palm), fat reduced cocoa powder 4,6%, wheat starch, glucose-fructose syrup, raising agents (potassium hydrogen carbonate, ammonium hydrogen carbonate, sodium hydrogen carbonate), salt, emulsifiers (soya lecithin, sunflower lecithin), flavouring (vanillin),may contain milk,","['en:plastic', 'en:bag', 'en:container']",,Oreo Original
Pepperidge Farm Farmhouse,0014100074670,a,"enriched wheat flour (flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, yeast, wheat flour, sugar, soybean oil, rye flour, salt, potato flour, wheat gluten, monoglycerides, lactic acid, sodium stearoyl lactylate, calcium propionate and sorbic acid, whey* (milk), malted barley flour, citric acid, soy lecithin,","['en:plastic', 'en:bag']",,Sourdough Bread
st michel,3178530409673,b,"Farine de blé 45%, beurre pâtissier 28%, sucre, éclats de caramel 14% (sucre, sirop de glucose, crème fraîche, lait écrémé en poudre, sel, dextrose, arôme naturel de vanille), sel, arôme naturel, poudre à lever: carbonates de sodium. Traces éventuelles de : fruits à coque, soja, oeuf.","['en:plastic', 'en:bag', 'en:cardboard', 'fr:etui-en-carton', 'fr:film-en-plastique', 'fr:pensez-au-tri', 'fr:point-vert', 'fr:sachet-plastique-a-jeter', 'fr:terracycle', 'fr:etui-carton-a-recycler']",,palmier
Great Value,0078742016856,b,cultured pasteurized grade A nonfat _milk_,"['en:plastic', 'en:pp-polypropylene']",,Greek Plain
Chobani,9310653102626,a,"Skim Milk, Live Yogurt Cultues",['en:plastic'],,Greek Yogurt
Optimum Nutrition,0748927059113,unknown,"Protein Blend (Whey Protein Isolate Whey Protein Concentrate, Hydrolyzed Whey Protein), Cocoa Powder (Processed with Alkali), Natural and Artificial Flavor, Sunflower and/or Soy Lecithin, Creamer (Sunflower Oil, Maltodextrin, Modified Food Starch, Dipotassium Phosphate, Tricalcium Phosphate, Tocopherols), Salt, Acesulfame Potassium, Sucralose. CONTAINS: MILK AND SOY.",['en:plastic'],,Extreme Milk Chocolate Protein Powder Drink Mix
Bob's Red Mill,0039978033758,b,Whole Grain Oats.,"['en:plastic', 'en:pouch-flask']",,Old Fashioned Rolled Oats Whole Grain
Chobani,0894700010052,a,"Cultured pasteurized nonfat milk, blueberries, cane sugar, water, fruit pectin, natural flavor, guar gum, locust bean gum, lemon juice concentrate, s. thermophilus, l. bulgaricus, l. acidophilus, bifidus and l. casei.","['en:plastic', 'en:pp-tub']",108330 EK B 33,Greek Yogurt Blueberry on the Bottom
Wonderful,0014113912549,e,"PISTACHIOS, SEA SALT.",['en:plastic'],,Roasted & Salted Pistachios
Muscletech,0631656610178,unknown,"Vitamin C (as ascorbic acid, calcium accorate) 135mg 150% Dioxide Cont 3.000mog 33% Magnesium Dally Value Glycol. Polysof Supplement Facts 10mog 50% and 6oy ingreite Other Ingrediens Microcrystaline Croscarmetine Stearic Acid Ce Alcohol Tele P 1000mog 30%Magnesium Serving Size: 3 Tablets Servings Per Container: 30 Amount Per Serving Dally Value Vitamin A (as retinyl acetate, 80% beta carotene) Vitamin D (as cholecalciferol) Vitamin E (as dl-alpha tocophery! acetate, d-alpha tócopherol acetate) Thiamin (as thiamin mononitrate). Riboflavin Niacin (as niacinamide, nicotinic acid) Vitamin B6 (as pyridoxine hydrochloride, pyridoxal-5-phosphate) Folate 40.5mg 270% 20mg 1,867%wering Wer 13.5mg 1,038% 60mg 375% 10mg 588% Use ny persm Do not use ursing Mayca and ifching We childbeany daily vitamin 3,000mcg ee beta-carotee e while fasting e you have atm infarction (he Consult a me before startinga exercise prog have a medica 510mcg DFE 128% (300mcg folic acid) 100mcg 4,167% 165mcg 550% Pantothenic acid (as calcium d-pantothenate) 80mg 1,600% 10mg Vitamin B12 (as cyanocobalamin) Biotin Choline (as choline bitartrate, choline dihydrogen citrate) 2% Calcium (as calcium carbonate, calcium citrate) 160mg 12% 145mg Zinc (as zinc oxide, zinc amino acid chelate) 9.5mg Magnesium (as magnesium oxide) 35% 86% 1mg 111% 7mg 304% Copper (as copper amino acid chelate) Manganese (as manganese sulfate monohydrate) Molybdenum (as molybdenum amino acid chelate) Sodium Potassium (as potassium chloride) 10mcg 22% 10mg &lt;1% 35mg &lt;1% wdre nok any other aeg discontinue medical doc REACH OF CH 865mg 806mg 49mg 2.5mg 2.5mg 2.5mg 2.5mg 536mg Amino Support Matrix Glycine ALA (alpha lipoic acid) L-methionine L-citrulline malate L-arginine HCl L-cysteine Herbal Matrix Green tea leaf extract (as Camellia sinensis) 390mg Standardized for 15% epigallocatechin gallate Saw palmetto fruit extract (as Serenoa repens) 50mg Standardized for 25% fatty acids American ginseng whole herb (as Panax quinquetolius) Standardized for 20% ginsenosides Echinacea root (as Echinacea angustifolia 20mg Ginkgo leaf (as Ginkgo biloba) Grape skin extract (as Vitis vinifera Standardized for 27% polyphenols, 4% anthocyae Do not use if p has been fam Store in a co (60°F to 30 25mg 20mg 20mg Octacosanol (from rice wax) Mineral Support Complex Potassium chloride Choline bitartrate Choline dihydrogen citrate Inositol Boron (as boron citrate) Enzyme Complex Amylase Papain f Daily Value not established Standardized for 45% chlorogenic acids 1.25mg 119mg 72mg 14mg 13mg 10mg 10mg 25mg 25mg",['en:plastic'],,"MuscleTech, Platinum Multivitamin"
Great Value,0078742351865,d,"MILK, VITAMIN D3","['en:plastic', 'en:jug', 'en:hdpe-bottle']","1 plastic jug to recycle
1 plastic cap to discard",Whole Milk
PB2,0850791002352,d,"Roasted peanuts, sugar and salt.","['en:plastic', 'en:jar']",,Original Powdered Peanut Butter
Bahier,3180054547007,b,"Sang de porc, oignons, gras de porc, purée de pommes 12,9%, Couenne, sucre, sel, épices, plantes aromatiques, boyau naturel, Porc","['en:plastic', 'en:paper-or-cardboard', 'en:cardboard', 'en:blister', 'en:fresh', 'en:seal', 'en:sleeve', 'en:tray', 'en:vacuum-packed', 'fr:barquette-plastique', 'fr:barquettes-detachables', 'fr:etui-en-carton', 'fr:film-plastique', 'fr:ouverture-facile']","PENSEZ AU TRI!
ETUI CARTON A RECYCLER
FILMS PLASTIQUES  A JETER  
CONSIGNE POUVANT VARIER LOCALEMENT &gt; WWW.CONSIGNESDETRI.FR VALABLE UNIQUEMENT POUR LA FRANCE",Boudin à l'ancienne aux pommes du verger
Sainsbury’s Taste the Difference,01115215,e,"British Whole Cows' Milk, British Whipping Cream (29%) (Cows' Milk), Sugar, Pasteurised Free Range Egg Yolk, Tapioca Starch Madagascan Vanilla Extract, Cornflour, Flavouring, Madagascan Vanilla Seeds Allergy advice:",['en:plastic'],,Madagascan Vanilla Custard
Nature Valley,0016000264601,d,"Whole Grain Oats, Sugar, Canola and/or Sunflower Oil, Rice Flour, Honey, Salt, Brown Sugar Syrup, Baking Soda, Soy Lecithin, Natural Flavor","['en:plastic', 'en:bag', 'en:box', 'en:cardboard']","1 paperboard box to recycle
6 plastic wrappers to recycle",Crunchy Oats 'n Honey Granola Bars
Favorina,20470197,c,"Wheat flour, eggs, chocolate chips (sugar, chocolate liquor, cocoa butter, soy lecithin, artificial flavors), sugar, butterfat, yeast preparation (wheat, sourdough starter, water), mono - and diglycerides of fatty acids, salt, skim milk, artificial flavors.","['en:plastic', 'en:box', 'en:cardboard', 'en:card-box', 'en:pp-film-sleeve']",,Mini Panettone with chocolate chips
"Daim, Mondelez",7622210303646,b,"sugar, palm oil, cocoa butter, cocoa mass, whey powder (from milk), skimmed milk powder, almonds (2,9%), milk fat, modified whey (from milk), sweetened condensed skimmed milk, salt, emulsifier (soya lecithin), flavourings, milk chocolate contains: milk solids 18% minimum,","['en:plastic', 'en:bag']",,Daim Bar
Naked,0082592720153,c,"Apple juice, mango puree, pineapple juice, banana puree, kiwi puree, spirulina, natural flavors, alfalfa, broccoli, spinach, barley grass, wheat grass, parsley, ginger root, kale, odorless garlic.","['en:plastic', 'en:fresh', 'en:pasteurized']",,BOOSTED SMOOTHIE GREEN MACHINE
SunChips,0028400147415,b,"WHOLE CORN, SUNFLOWER OIL, CANOLA OIL, WHOLE WHEAT, BROWN RICE FLOUR, WHOLE OAT FLOUR, SUGAR, SALT.","['en:plastic', 'en:mixed-plastic-film-bag']",,Original
Heinz,0013000004640,b,"TOMATO CONCENTRATE FROM RED RIPE TOMATOES, DISTILLED VINEGAR, CANE SUGAR. SALT, ONION POWDER, SPICE, NATURAL FLAVORING.",['en:plastic'],,Tomato Ketchup
Ozarka,0022592007014,not-applicable,water,"['en:plastic', 'en:pet-bottle']",,Ozarka Water
Shin,0031146150601,f,"WHEAT FLOUR, STARCHES (POTATO, WHEAT), VEGETABLE OIL (e307B), SALT, MINERAL SALTS (e501, e500, e452, e339), EMULSIFIER (e322, (SOY)), SOY SAUCE, green tea extract. 

HYDROLYSED VEGETABLE PROTEIN (SOY, CORN) SALT, MALTODEXTRIN, YEAST EXTRACT, SOY SAUCE, spices, SUGAR, FRUCTOSE, SWEETENER (e420), FLAVOUR ENHANCERS e627, e621, e631), SOYBEAN, WHEAT FLOUR, VEGETABLES OILS (SOY), THICKENER (e414), CORN FLOUR, GLUCOSE, vegetables, EMULSIFIER (e322, SOY).

Dried Vegetables, SOYBEAN, SOY SAUCE, WHEAT GLUTEN, YEAST EXTRACT, SUGAR, salt, cocoa, CORN STARCH, VEGETABLE OIL (SOY).

ALLERGY INFORMATION: Contains WHEAT and SOY. Produced in a facility that also processes product that contains EGG, PEANUTS, MILK and TREE NUTS.","['en:plastic', 'en:wrapper', 'en:metallized']",,Shin Ramyun
French's,0041500007007,a,"Distilled vinegar, water, #1 grade mustard seed, salt, turmeric paprika, spice, natural flavor, garlic powder.",['en:plastic'],,Classic Yellow Mustard
"Mamba, Storck",4014400926279,b,"Sukker, glukosesirup, palmefett, fuktighetsbevarende middel: sorbitolsirup, gelatin/gelatin, syre: sitronsyre, smakstilsetninger, grønnsakskonsentrater (svart gulrot, spirulina, solbær, jordbærjuice), fargestoff gurkemeieekstrakt, karamellsirup,","['en:plastic', 'en:paper']",,Mamba
PB2,0850791002000,d,"roasted peanuts, sugar, salt",['en:plastic'],,Powdered Peanut Butter
CG Roxane,0075140005024,not-applicable,SPRING WATER,"['en:plastic', 'en:bottle', 'en:pet-bottle']",,Alpine Spring Water
Gogo Squeez,0890000001004,a,Apple App Puree Concentrate Le Juice Concentrate,"['en:plastic', 'en:pouch-flask']",,Apple Sauce
Dave's Killer Bread,0013764028234,a,"ORGANIC FLOURS (ORGANIC WHEAT FLOUR, ORGANIC WHOLE WHEAT FLOUR, ORGANIC BARLEY FLOUR, ORGANIC RYE FLOUR, ORGANIC SPELT FLOUR, ORGANIC MILLET FLOUR, ORGANIC QUINOA FLOUR), WATER, ORGANIC CANE SUGAR, ORGANIC WHEAT GLUTEN, YEAST, CONTAINS 2% OR LESS OF EACH OF THE FOLLOWING: SEA SALT, ORGANIC EXPELLER PRESSED CANOLA OIL, ORGANIC CULTURED WHEAT FLOUR, ORGANIC VINEGAR, ENZYMES, ORGANIC SESAME FLOUR, ORGANIC ACEROLA CHERRY powder",['en:plastic'],,Organic Burger Buns
